,acousticness,danceability,energy,instrumentalness,loudness,speechiness,tempo,valence,key,duration_ms
24255,0.0593,0.736,0.666,3.82e-05,-4.929,0.0337,89.824,0.224,1.0,226760.0
24256,0.0614,0.697,0.925,0.0,-4.209,0.216,96.951,0.678,3.0,295827.0
24257,0.922,0.557,0.16,0.000756,-16.302,0.0315,136.01,0.133,5.0,218000.0
24258,0.0251,0.743,0.675,0.000717,-4.267,0.0953,92.909,0.59,8.0,214400.0
24259,0.303,0.867,0.646,0.0,-4.674,0.288,88.634,0.67,1.0,304600.0
24260,0.273,0.713,0.678,0.0,-3.525,0.102,138.009,0.734,5.0,271333.0
24261,0.0393,0.535,0.505,0.0,-8.926,0.245,99.935,0.495,2.0,320267.0
24262,0.139,0.669,0.727,0.0,-7.588,0.0353,102.322,0.807,7.0,243493.0
24263,0.00631,0.715,0.833,0.0,-5.379,0.108,95.487,0.612,2.0,213093.0
24264,0.00186,0.749,0.605,0.0381,-9.359,0.086,142.024,0.966,8.0,251733.0
24265,0.311,0.769,0.505,7.49e-05,-7.345,0.0829,171.804,0.757,1.0,279507.0
24266,0.467,0.629,0.364,0.0204,-12.259,0.038,166.266,0.701,11.0,440467.0
24267,0.153,0.831,0.921,0.00224,-2.383,0.0582,108.002,0.795,5.0,239227.0
24268,0.539,0.704,0.707,0.00106,-6.537,0.0391,93.145,0.761,1.0,294787.0
24269,0.118,0.593,0.619,0.0,-9.003,0.0976,80.02,0.668,3.0,326533.0
24270,0.139,0.845,0.576,0.0,-5.15,0.153,127.641,0.461,11.0,256027.0
24271,0.0664,0.64,0.427,0.0,-9.29,0.0241,149.703,0.529,5.0,351467.0
24272,0.00195,0.84,0.56,0.00417,-10.53,0.21,111.815,0.775,6.0,261853.0
24273,0.235,0.532,0.407,0.0,-9.658,0.0233,83.207,0.23,6.0,259853.0
24274,0.0396,0.762,0.403,0.0113,-10.423,0.158,80.476,0.346,11.0,226133.0
24275,0.0561,0.77,0.475,4.72e-06,-9.512,0.159,82.511,0.473,7.0,261573.0
24276,0.107,0.693,0.533,0.0,-10.954,0.0402,127.661,0.568,2.0,291907.0
24277,0.279,0.733,0.395,2.37e-06,-11.959,0.0366,96.085,0.661,6.0,276067.0
24278,0.353,0.568,0.495,0.0,-8.964,0.0299,128.234,0.303,1.0,281067.0
24279,0.0347,0.741,0.508,6.45e-05,-5.099,0.0507,121.965,0.354,11.0,270760.0
24280,0.0193,0.811,0.458,1.41e-06,-9.688,0.0402,92.94,0.797,5.0,268533.0
24281,0.0665,0.656,0.479,0.00272,-7.055,0.0348,184.374,0.708,7.0,261867.0
24282,0.103,0.559,0.49,0.0,-8.06,0.0247,142.447,0.202,2.0,236760.0
24283,0.0118,0.847,0.402,0.0,-9.952,0.0641,99.693,0.752,7.0,259440.0
24284,0.00364,0.767,0.551,0.0,-7.328,0.0616,100.904,0.796,0.0,275707.0
24285,0.162,0.805,0.802,0.000883,-7.076,0.1,127.924,0.531,1.0,292400.0
24286,0.393,0.615,0.514,0.0,-9.759,0.0466,175.849,0.822,11.0,260667.0
24287,0.151,0.729,0.442,0.0,-8.106,0.285,81.029,0.757,11.0,259307.0
24288,0.00373,0.592,0.562,3.23e-05,-6.869,0.0239,90.16,0.208,10.0,250173.0
24289,0.302,0.703,0.7,0.471,-6.789,0.0693,97.675,0.582,5.0,265107.0
24290,0.035,0.8,0.362,3.99e-06,-10.849,0.0634,93.059,0.888,6.0,236067.0
24291,0.111,0.762,0.459,0.0219,-10.307,0.0379,96.069,0.749,0.0,345976.0
24292,0.0402,0.854,0.543,5.73e-05,-6.166,0.0844,103.032,0.868,8.0,243733.0
24293,0.0174,0.791,0.702,0.0,-7.333,0.0623,103.646,0.789,1.0,237547.0
24294,0.409,0.618,0.688,6.32e-06,-5.867,0.0477,78.311,0.561,5.0,291880.0
24295,0.373,0.685,0.38,0.0,-11.219,0.112,175.562,0.87,8.0,252267.0
24296,0.761,0.626,0.441,0.0138,-10.637,0.0308,78.094,0.563,9.0,291400.0
24297,0.177,0.703,0.469,0.0,-6.515,0.0415,86.038,0.661,11.0,291667.0
24298,0.119,0.769,0.781,0.000371,-5.472,0.0797,95.02,0.826,0.0,269973.0
24299,0.0177,0.752,0.364,0.000306,-10.375,0.277,89.842,0.534,7.0,241760.0
24300,0.0352,0.705,0.725,0.0149,-7.435,0.0506,92.186,0.76,4.0,166693.0
24301,0.0985,0.672,0.52,1.28e-06,-9.965,0.0407,137.213,0.551,7.0,356960.0
24302,0.588,0.699,0.388,1.98e-06,-10.722,0.0531,125.858,0.566,6.0,274667.0
24303,0.337,0.643,0.486,3.86e-06,-10.443,0.0278,138.151,0.146,4.0,264507.0
24304,0.0759,0.658,0.711,1.77e-05,-7.424,0.0425,172.365,0.614,2.0,284587.0
24305,0.129,0.643,0.413,0.00105,-11.929,0.0565,130.026,0.339,8.0,386627.0
24306,0.0068,0.544,0.648,0.000919,-8.079,0.29,142.026,0.956,8.0,324800.0
24307,0.125,0.784,0.298,3.19e-05,-9.56,0.0542,87.172,0.846,5.0,279240.0
24308,0.0221,0.865,0.557,0.00353,-8.018,0.0612,101.295,0.859,2.0,252400.0
24309,0.00549,0.551,0.591,6.55e-06,-8.404,0.12,201.81,0.474,6.0,236947.0
24310,0.0262,0.655,0.837,5.85e-06,-6.04,0.0723,91.014,0.66,11.0,253613.0
24311,0.147,0.831,0.915,0.00571,-7.501,0.128,102.979,0.881,10.0,216373.0
24312,0.184,0.902,0.614,0.000742,-6.529,0.289,94.069,0.862,4.0,236907.0
24313,0.14,0.815,0.364,0.0255,-11.834,0.089,84.898,0.723,8.0,346267.0
24314,0.137,0.841,0.741,0.000445,-3.487,0.0359,88.408,0.834,9.0,290960.0
24315,0.0179,0.635,0.614,0.000201,-7.165,0.197,174.213,0.736,7.0,286400.0
24316,0.0121,0.68,0.389,0.0834,-13.239,0.0545,80.145,0.68,8.0,332133.0
24317,0.233,0.588,0.522,0.0,-6.254,0.0383,66.024,0.584,9.0,290600.0
24318,0.165,0.744,0.574,1.24e-05,-9.445,0.0655,86.278,0.805,8.0,281880.0
24319,0.225,0.687,0.583,0.0,-10.224,0.0639,95.138,0.211,7.0,304160.0
24320,0.125,0.705,0.511,1.72e-06,-7.422,0.202,82.011,0.581,6.0,229773.0
24321,0.0951,0.74,0.359,0.0,-8.309,0.0462,126.15,0.377,10.0,301160.0
24322,0.0473,0.729,0.434,1.23e-05,-9.111,0.079,94.411,0.743,3.0,243360.0
24323,0.53,0.718,0.486,0.0342,-8.342,0.168,83.077,0.589,9.0,262893.0
24324,0.0624,0.85,0.513,0.00249,-10.663,0.0513,99.01,0.623,7.0,278333.0
24325,0.0143,0.754,0.857,2.14e-05,-9.699,0.0605,114.144,0.785,2.0,235227.0
24326,0.79,0.749,0.16,0.227,-18.744,0.0307,98.148,0.206,7.0,228293.0
24327,0.0118,0.853,0.563,2.12e-05,-8.663,0.0379,92.112,0.893,10.0,267440.0
24328,0.00561,0.713,0.378,0.00186,-9.04,0.0298,99.055,0.291,7.0,260067.0
24329,0.303,0.665,0.899,2.21e-06,-7.75,0.0877,165.16,0.873,6.0,299427.0
24330,0.519,0.652,0.498,0.0,-6.2,0.0413,120.141,0.336,11.0,324280.0
24331,0.155,0.726,0.501,0.0,-13.884,0.154,128.099,0.582,1.0,330945.0
24332,0.0272,0.913,0.603,0.000503,-4.892,0.226,123.061,0.497,8.0,234093.0
24333,0.443,0.656,0.432,0.0,-9.481,0.217,97.022,0.0897,6.0,222374.0
24334,0.111,0.582,0.525,0.0,-7.163,0.0627,133.249,0.51,1.0,260253.0
24335,0.0267,0.684,0.607,0.000307,-8.127,0.1,81.001,0.498,11.0,195373.0
24336,0.964,0.66,0.139,1.1e-05,-16.339,0.0323,79.975,0.312,6.0,189000.0
24337,0.367,0.61,0.725,0.0,-5.131,0.15,146.163,0.291,8.0,201788.0
24338,0.0544,0.542,0.487,0.000885,-9.53,0.0286,111.307,0.119,1.0,216631.0
24339,0.808,0.524,0.364,0.0,-10.209,0.0367,75.24,0.436,7.0,209831.0
24340,0.0516,0.9,0.4,0.0,-8.575,0.127,135.984,0.346,0.0,197573.0
24341,0.831,0.641,0.355,0.000855,-10.599,0.0906,120.032,0.453,5.0,148640.0
24342,0.21,0.749,0.463,0.0382,-8.433,0.0842,90.035,0.189,11.0,226987.0
24343,0.0635,0.733,0.69,1.18e-06,-5.529,0.0427,116.992,0.31,9.0,184613.0
24344,0.013,0.853,0.56,0.0,-4.961,0.0406,134.066,0.86,1.0,206693.0
24345,0.635,0.416,0.298,2.16e-06,-8.499,0.0442,95.386,0.191,7.0,160173.0
24346,0.0905,0.707,0.238,2.42e-06,-8.818,0.0379,124.156,0.345,3.0,270847.0
24347,0.446,0.603,0.784,8.32e-06,-4.023,0.062,172.041,0.769,6.0,173104.0
24348,0.0848,0.652,0.749,0.0,-5.248,0.0886,94.103,0.651,0.0,267413.0
24349,0.131,0.692,0.684,0.0,-7.364,0.155,112.912,0.406,6.0,231253.0
24350,0.33,0.736,0.449,0.000162,-11.462,0.425,80.126,0.326,1.0,219080.0
24351,0.213,0.418,0.724,0.0,-3.724,0.0964,78.521,0.604,5.0,238320.0
24352,0.929,0.399,0.0969,0.000168,-12.578,0.0509,109.54,0.0758,6.0,177922.0
24353,0.0166,0.522,0.784,0.0,-5.129,0.0699,156.05,0.525,1.0,240120.0
24354,0.182,0.689,0.784,0.0,-2.972,0.074,99.954,0.561,2.0,263173.0
24355,0.183,0.652,0.678,3.26e-05,-6.183,0.0541,72.989,0.28,2.0,263014.0
24356,0.422,0.658,0.294,5.2e-05,-8.533,0.0321,74.038,0.358,4.0,278180.0
24357,0.225,0.477,0.61,0.0,-5.628,0.144,79.882,0.358,11.0,213993.0
24358,0.016,0.657,0.574,8.1e-05,-9.484,0.0407,119.992,0.211,1.0,281080.0
24359,0.669,0.704,0.487,8.64e-05,-6.407,0.0604,121.726,0.313,9.0,301893.0
24360,0.667,0.545,0.545,5.48e-05,-7.362,0.107,159.94,0.549,9.0,184516.0
24361,0.649,0.45,0.352,3.8e-06,-11.733,0.267,102.679,0.408,1.0,252747.0
24362,0.433,0.658,0.282,0.0,-8.282,0.0353,119.757,0.39,2.0,277724.0
24363,0.679,0.733,0.408,3.92e-05,-7.834,0.0388,94.947,0.291,7.0,197854.0
24364,0.11,0.671,0.314,0.0,-8.091,0.244,110.898,0.296,5.0,191600.0
24365,0.0266,0.66,0.698,0.0,-6.266,0.0467,120.959,0.396,5.0,235693.0
24366,0.15,0.742,0.595,0.0,-7.51,0.107,101.013,0.431,9.0,227000.0
24367,0.663,0.414,0.473,0.0523,-8.911,0.116,100.0,0.409,11.0,129698.0
24368,0.739,0.569,0.299,0.0,-8.603,0.275,81.049,0.505,11.0,198160.0
24369,0.745,0.524,0.397,0.0,-11.936,0.405,80.744,0.552,0.0,221093.0
24370,0.381,0.705,0.432,0.133,-9.7,0.205,168.005,0.599,4.0,212787.0
24371,0.0888,0.664,0.691,0.000592,-8.451,0.194,80.001,0.637,7.0,220208.0
24372,0.508,0.71,0.598,0.0,-7.598,0.0319,119.981,0.501,5.0,256320.0
24373,0.274,0.649,0.478,0.0,-7.503,0.0481,99.967,0.151,7.0,264098.0
24374,0.856,0.372,0.239,0.000175,-11.314,0.0296,113.451,0.127,6.0,102813.0
24375,0.31,0.703,0.669,0.0,-7.002,0.0648,115.139,0.546,11.0,202435.0
24376,0.409,0.721,0.339,0.00153,-11.195,0.0532,129.83,0.2,0.0,200747.0
24377,0.0496,0.693,0.813,0.0,-4.361,0.066,90.008,0.515,7.0,239453.0
24378,0.00532,0.896,0.621,0.0,-6.857,0.237,121.966,0.818,5.0,206080.0
24379,0.242,0.4,0.366,0.0,-9.405,0.0597,73.313,0.161,8.0,272187.0
24380,0.158,0.397,0.843,0.0,-3.726,0.0987,81.201,0.22,10.0,239341.0
24381,0.034,0.818,0.803,0.0,-4.282,0.0797,106.97,0.632,1.0,225983.0
24382,0.25,0.414,0.314,1.47e-05,-12.943,0.0548,84.993,0.09,1.0,200133.0
24383,0.104,0.649,0.791,1.97e-06,-6.013,0.193,128.023,0.811,2.0,236160.0
24384,0.0509,0.781,0.728,1.94e-06,-4.981,0.0621,102.99,0.395,1.0,219306.0
24385,0.182,0.618,0.474,0.000122,-12.097,0.0789,119.999,0.397,5.0,178000.0
24386,0.0584,0.762,0.508,0.00126,-9.112,0.0919,93.51,0.37,3.0,302347.0
24387,0.231,0.764,0.394,9.37e-05,-8.559,0.152,92.009,0.465,8.0,158421.0
24388,0.31,0.826,0.299,0.0952,-7.721,0.0446,97.012,0.215,9.0,178328.0
24389,0.00776,0.792,0.625,0.0018,-5.609,0.0536,103.967,0.37,1.0,173987.0
24390,0.00801,0.856,0.609,8.15e-05,-7.223,0.0824,114.988,0.928,0.0,269667.0
24391,0.123,0.696,0.454,0.0,-6.756,0.153,92.928,0.136,1.0,260640.0
24392,0.345,0.593,0.294,2.03e-05,-10.072,0.0499,113.847,0.152,1.0,188907.0
24393,0.112,0.795,0.594,0.0,-6.2,0.0748,135.002,0.409,0.0,275080.0
24394,0.223,0.765,0.356,0.0,-5.556,0.195,96.991,0.189,11.0,198293.0
24395,0.00548,0.784,0.554,0.254,-6.417,0.03,104.01,0.634,7.0,118393.0
24396,0.696,0.61,0.458,0.000103,-11.336,0.36,192.099,0.246,9.0,240342.0
24397,0.0143,0.577,0.576,0.0,-6.299,0.0563,133.973,0.12,2.0,234040.0
24398,0.0199,0.595,0.678,0.00389,-5.18,0.0335,117.067,0.259,9.0,99213.0
24399,0.626,0.646,0.335,1.3e-05,-9.915,0.247,167.927,0.419,3.0,92093.0
24400,0.174,0.745,0.353,0.00662,-10.614,0.0983,160.111,0.598,1.0,326933.0
24401,0.121,0.509,0.514,0.00144,-11.283,0.123,188.019,0.476,10.0,199179.0
24402,0.0697,0.733,0.676,0.0,-5.655,0.0432,97.448,0.701,10.0,226581.0
24403,0.402,0.514,0.506,2.56e-05,-7.095,0.28,88.044,0.312,10.0,166998.0
24404,0.0862,0.546,0.529,6.5e-06,-10.511,0.0583,107.331,0.247,11.0,237787.0
24405,0.316,0.741,0.61,0.0,-7.34,0.0511,125.99,0.72,6.0,276960.0
24406,0.0254,0.785,0.478,0.0,-8.735,0.0419,134.002,0.39,2.0,161200.0
24407,0.317,0.652,0.549,0.0,-7.555,0.039,120.073,0.186,6.0,312427.0
24408,0.7,0.759,0.413,0.0,-7.282,0.0494,115.893,0.403,11.0,143667.0
24409,0.628,0.463,0.427,0.000565,-9.799,0.0549,116.059,0.231,8.0,231268.0
24410,0.0168,0.841,0.522,1.37e-06,-5.963,0.049,99.059,0.616,10.0,264947.0
24411,0.0543,0.625,0.576,4.07e-05,-5.693,0.175,179.063,0.235,11.0,193147.0
24412,0.833,0.528,0.523,1.53e-06,-4.82,0.0523,93.06,0.692,7.0,185979.0
24413,0.536,0.568,0.42,0.124,-11.169,0.276,79.89,0.453,7.0,415613.0
24414,0.894,0.574,0.123,0.00111,-13.959,0.196,115.431,0.117,1.0,98027.0
24415,0.0489,0.768,0.428,0.000491,-8.156,0.0459,110.478,0.147,1.0,174307.0
24416,0.455,0.347,0.493,0.00366,-11.548,0.29,82.887,0.308,8.0,382760.0
24417,0.173,0.685,0.545,1.44e-05,-6.189,0.061,94.061,0.506,7.0,312360.0
24418,0.0506,0.702,0.629,0.0,-4.292,0.041,141.967,0.446,1.0,244227.0
24419,0.711,0.689,0.394,0.000905,-10.102,0.065,117.489,0.382,2.0,212992.0
24420,0.546,0.429,0.371,5.71e-06,-9.017,0.0327,137.134,0.135,2.0,238242.0
24421,0.0269,0.595,0.679,0.0,-3.097,0.0773,97.421,0.643,8.0,204170.0
24422,0.54,0.657,0.562,0.00143,-8.6,0.0601,81.657,0.704,8.0,188454.0
24423,0.0233,0.623,0.677,0.0,-5.215,0.0639,151.804,0.182,5.0,208040.0
24424,0.0862,0.561,0.779,0.0,-5.107,0.0531,81.965,0.235,10.0,256064.0
24425,0.333,0.512,0.594,0.105,-7.783,0.101,94.544,0.549,0.0,232258.0
24426,0.00258,0.891,0.628,0.00019,-7.863,0.0551,134.966,0.552,2.0,267067.0
24427,0.345,0.543,0.449,0.0,-8.065,0.0463,132.609,0.29,1.0,249320.0
24428,0.173,0.674,0.506,0.0,-10.532,0.0434,145.965,0.183,6.0,259333.0
24429,0.0323,0.482,0.453,0.00243,-8.864,0.059,134.799,0.17,0.0,200338.0
24430,0.224,0.734,0.438,0.00292,-6.124,0.0865,143.961,0.645,6.0,187893.0
24431,0.849,0.7,0.414,0.0606,-10.864,0.0373,60.479,0.444,0.0,406467.0
24432,0.461,0.662,0.649,0.0,-3.025,0.0368,82.512,0.701,5.0,225247.0
24433,0.0521,0.644,0.735,0.144,-5.747,0.0391,88.98,0.418,8.0,153947.0
24434,0.491,0.773,0.256,0.00612,-8.545,0.0481,118.893,0.357,7.0,210240.0
24435,0.166,0.599,0.45,3.29e-05,-7.431,0.0519,157.969,0.144,7.0,205116.0
24436,0.0267,0.684,0.607,0.000307,-8.127,0.1,81.001,0.498,11.0,195373.0
24437,0.111,0.582,0.525,0.0,-7.163,0.0627,133.249,0.51,1.0,260253.0
24438,0.563,0.462,0.438,0.0,-8.227,0.0953,107.364,0.342,10.0,206080.0
24439,0.0553,0.621,0.411,0.0,-8.261,0.0333,110.113,0.357,6.0,202520.0
24440,0.507,0.535,0.388,0.0,-9.805,0.155,106.703,0.412,7.0,174000.0
24441,0.373,0.497,0.477,0.0,-7.285,0.116,121.524,0.389,2.0,281013.0
24442,0.489,0.58,0.317,3.45e-06,-10.769,0.137,176.959,0.338,6.0,130882.0
24443,0.629,0.737,0.494,0.0,-9.723,0.416,94.485,0.44,1.0,322160.0
24444,0.3,0.571,0.443,6.95e-06,-6.76,0.0451,143.923,0.621,0.0,247720.0
24445,0.0493,0.575,0.409,1.47e-06,-9.75,0.0865,93.136,0.562,5.0,154474.0
24446,0.447,0.789,0.435,0.0,-7.042,0.0599,72.973,0.456,1.0,181267.0
24447,0.406,0.576,0.36,0.000103,-9.321,0.0352,126.836,0.166,7.0,182440.0
24448,0.964,0.66,0.139,1.1e-05,-16.339,0.0323,79.975,0.312,6.0,189000.0
24449,0.935,0.441,0.219,0.0,-14.586,0.0419,94.021,0.244,8.0,199120.0
24450,0.572,0.69,0.494,0.00068,-7.41,0.0378,79.955,0.283,6.0,134627.0
24451,0.614,0.772,0.39,0.00181,-8.862,0.0586,72.993,0.609,7.0,155491.0
24452,0.367,0.61,0.725,0.0,-5.131,0.15,146.163,0.291,8.0,201788.0
24453,0.808,0.524,0.364,0.0,-10.209,0.0367,75.24,0.436,7.0,209831.0
24454,0.675,0.569,0.376,0.498,-6.622,0.121,80.099,0.312,9.0,153659.0
24455,0.373,0.722,0.282,0.00557,-7.484,0.106,91.367,0.217,5.0,314358.0
24456,0.26,0.648,0.531,0.000897,-5.886,0.0345,143.008,0.253,2.0,151462.0
24457,0.79,0.537,0.349,0.0,-7.818,0.0358,99.762,0.388,11.0,206720.0
24458,0.21,0.749,0.463,0.0382,-8.433,0.0842,90.035,0.189,11.0,226987.0
24459,0.568,0.636,0.567,1.4e-05,-7.344,0.0745,125.457,0.282,1.0,228562.0
24460,0.549,0.849,0.19,0.00229,-9.628,0.0447,113.955,0.203,7.0,200880.0
24461,0.241,0.67,0.41,8.55e-06,-13.444,0.0381,127.972,0.46,1.0,240938.0
24462,0.67,0.569,0.325,0.0,-9.66,0.0376,122.051,0.274,7.0,207547.0
24463,0.168,0.865,0.792,1.46e-05,-4.207,0.0677,101.985,0.562,4.0,189496.0
24464,0.185,0.668,0.743,0.0,-4.524,0.339,126.68,0.365,1.0,153227.0
24465,0.879,0.49,0.296,0.000141,-10.989,0.0985,105.829,0.0971,2.0,134279.0
24466,0.33,0.736,0.449,0.000162,-11.462,0.425,80.126,0.326,1.0,219080.0
24467,0.186,0.591,0.597,0.0,-6.769,0.141,143.948,0.552,0.0,200639.0
24468,0.816,0.464,0.126,3.67e-06,-16.383,0.0647,103.176,0.181,11.0,139806.0
24469,0.48,0.677,0.541,0.0,-6.057,0.0571,103.369,0.379,6.0,205276.0
24470,0.213,0.418,0.724,0.0,-3.724,0.0964,78.521,0.604,5.0,238320.0
24471,0.742,0.637,0.299,0.0,-11.314,0.0366,83.872,0.364,7.0,213214.0
24472,0.593,0.712,0.469,0.0,-5.616,0.0405,93.04,0.383,8.0,188839.0
24473,0.729,0.685,0.669,8.81e-05,-6.126,0.0355,110.003,0.38,1.0,176727.0
24474,0.0167,0.662,0.516,0.0003,-5.143,0.0375,87.099,0.181,2.0,222096.0
24475,0.511,0.793,0.538,1.57e-06,-6.308,0.0343,115.001,0.412,1.0,167020.0
24476,0.426,0.659,0.295,6.95e-05,-8.528,0.0322,74.037,0.36,11.0,277297.0
24477,0.444,0.66,0.648,0.0,-6.339,0.0854,145.909,0.309,10.0,154702.0
24478,0.566,0.777,0.472,0.0,-10.24,0.0418,116.059,0.429,0.0,211034.0
24479,0.225,0.477,0.61,0.0,-5.628,0.144,79.882,0.358,11.0,213993.0
24480,0.00718,0.346,0.571,0.0,-5.724,0.0762,82.67,0.463,10.0,173106.0
24481,0.0991,0.716,0.729,0.0,-6.313,0.117,131.975,0.276,5.0,226693.0
24482,0.469,0.432,0.401,0.0,-8.381,0.0582,158.274,0.23,11.0,205785.0
24483,0.777,0.535,0.409,0.0,-9.517,0.0855,170.123,0.138,7.0,172907.0
24484,0.694,0.526,0.347,0.000251,-10.333,0.13,115.219,0.344,7.0,133671.0
24485,0.201,0.738,0.379,1.1e-05,-11.644,0.084,122.042,0.598,2.0,200215.0
24486,0.66,0.5,0.638,0.0,-4.007,0.0756,81.145,0.698,6.0,224880.0
24487,0.0689,0.556,0.538,0.0,-5.408,0.0382,143.95,0.291,8.0,223347.0
24488,0.0319,0.453,0.461,0.0,-6.387,0.0533,98.172,0.414,1.0,190056.0
24489,0.649,0.45,0.352,3.8e-06,-11.733,0.267,102.679,0.408,1.0,252747.0
24490,0.264,0.8,0.585,0.0,-7.343,0.0924,126.058,0.779,10.0,213400.0
24491,0.515,0.759,0.245,0.000154,-6.545,0.138,96.992,0.209,6.0,237507.0
24492,0.145,0.402,0.346,0.0,-9.694,0.0436,137.821,0.118,2.0,134453.0
24493,0.755,0.475,0.332,1.16e-05,-11.807,0.0563,111.614,0.506,0.0,189652.0
24494,0.827,0.666,0.535,0.0228,-9.033,0.112,127.029,0.259,4.0,214438.0
24495,0.788,0.658,0.619,0.0667,-7.316,0.0772,136.077,0.354,9.0,204706.0
24496,0.409,0.721,0.339,0.00153,-11.195,0.0532,129.83,0.2,0.0,200747.0
24497,0.286,0.624,0.424,0.0,-8.237,0.24,76.671,0.584,1.0,206013.0
24498,0.178,0.686,0.588,0.0,-8.343,0.0554,94.519,0.617,7.0,249120.0
24499,0.687,0.576,0.426,6.03e-06,-6.367,0.102,102.246,0.389,3.0,191237.0
24500,0.419,0.574,0.791,0.0,-3.752,0.11,119.537,0.612,1.0,167810.0
24501,0.104,0.649,0.791,1.97e-06,-6.013,0.193,128.023,0.811,2.0,236160.0
24502,0.0542,0.763,0.516,0.000689,-9.267,0.115,93.5,0.363,3.0,302347.0
24503,0.524,0.445,0.468,0.000849,-8.106,0.0702,87.803,0.444,5.0,177720.0
24504,0.0979,0.701,0.591,2.53e-05,-6.646,0.0301,98.056,0.423,0.0,252013.0
24505,0.111,0.497,0.489,0.00167,-7.849,0.0413,163.814,0.0348,4.0,269268.0
24506,0.603,0.726,0.408,0.0,-6.606,0.0614,115.918,0.459,11.0,143227.0
24507,0.214,0.734,0.591,9.46e-06,-2.495,0.12,159.797,0.429,8.0,243072.0
24508,0.188,0.795,0.376,0.000413,-7.872,0.0365,123.967,0.121,4.0,200359.0
24509,0.223,0.765,0.356,0.0,-5.556,0.195,96.991,0.189,11.0,198293.0
24510,0.696,0.61,0.458,0.000103,-11.336,0.36,192.099,0.246,9.0,240342.0
24511,0.623,0.691,0.258,3.6e-06,-10.463,0.0323,106.155,0.329,5.0,207203.0
24512,0.389,0.642,0.383,0.0,-8.416,0.189,81.158,0.412,0.0,159231.0
24513,0.00959,0.658,0.591,5.27e-06,-5.197,0.0309,114.078,0.326,9.0,323747.0
24514,0.121,0.509,0.514,0.00144,-11.283,0.123,188.019,0.476,10.0,199179.0
24515,0.655,0.57,0.411,5.37e-05,-9.461,0.0579,74.358,0.441,6.0,214054.0
24516,0.34,0.657,0.655,0.0,-4.048,0.0465,132.153,0.651,10.0,219729.0
24517,0.831,0.401,0.485,0.000292,-10.787,0.216,169.949,0.54,6.0,196000.0
24518,0.0489,0.768,0.428,0.000491,-8.156,0.0459,110.478,0.147,1.0,174307.0
24519,0.55,0.471,0.512,0.0,-7.328,0.0857,81.523,0.446,7.0,229753.0
24520,0.363,0.607,0.677,0.0,-5.858,0.175,139.974,0.211,11.0,231429.0
24521,0.111,0.766,0.283,0.0172,-10.33,0.0846,97.04,0.144,8.0,219692.0
24522,0.0357,0.805,0.51,0.000469,-6.179,0.0569,127.983,0.36,4.0,207295.0
24523,0.711,0.689,0.394,0.000905,-10.102,0.065,117.489,0.382,2.0,212992.0
24524,0.198,0.635,0.531,0.0,-9.241,0.292,130.209,0.359,8.0,150462.0
24525,0.0681,0.765,0.398,8.48e-06,-8.993,0.037,95.976,0.348,7.0,246294.0
24526,0.429,0.734,0.415,0.0,-9.227,0.189,57.723,0.0718,5.0,201592.0
24527,0.502,0.583,0.766,1.79e-06,-4.743,0.405,131.374,0.203,11.0,215329.0
24528,0.538,0.464,0.547,5.37e-05,-6.455,0.0543,134.38,0.277,6.0,184000.0
24529,0.339,0.422,0.349,0.00024,-12.424,0.315,57.0,0.134,4.0,225780.0
24530,0.345,0.543,0.449,0.0,-8.065,0.0463,132.609,0.29,1.0,249320.0
24531,0.0424,0.426,0.529,2.23e-05,-9.579,0.252,90.028,0.276,6.0,205590.0
24532,0.524,0.449,0.465,1.02e-06,-8.964,0.0791,89.087,0.543,0.0,198371.0
24533,0.499,0.436,0.655,8.1e-06,-8.37,0.0583,121.002,0.412,1.0,279204.0
24534,0.182,0.586,0.616,0.0,-7.964,0.0324,148.088,0.719,5.0,242096.0
24535,0.095,0.418,0.31,0.0,-9.869,0.0625,139.614,0.131,11.0,260170.0
24536,0.0272,0.913,0.603,0.000503,-4.892,0.226,123.061,0.497,8.0,234093.0
24537,0.604,0.615,0.422,0.0,-8.019,0.0504,135.859,0.185,5.0,214094.0
24538,0.111,0.582,0.525,0.0,-7.163,0.0627,133.249,0.51,1.0,260253.0
24539,0.613,0.686,0.494,5.8e-05,-7.093,0.0355,168.946,0.7,1.0,232067.0
24540,0.514,0.533,0.417,0.0,-8.665,0.148,106.534,0.376,7.0,173907.0
24541,0.0267,0.684,0.607,0.000307,-8.127,0.1,81.001,0.498,11.0,195373.0
24542,0.0635,0.733,0.69,1.18e-06,-5.529,0.0427,116.992,0.31,9.0,184613.0
24543,0.112,0.653,0.524,0.0,-9.016,0.0502,83.97,0.553,11.0,160191.0
24544,0.367,0.61,0.725,0.0,-5.131,0.15,146.163,0.291,8.0,201788.0
24545,0.793,0.473,0.371,0.0,-10.219,0.0405,75.205,0.413,4.0,209400.0
24546,0.0264,0.807,0.481,1.28e-06,-7.362,0.0713,91.005,0.748,8.0,175319.0
24547,0.231,0.763,0.537,0.0,-7.018,0.246,73.51,0.426,9.0,222387.0
24548,0.759,0.678,0.355,7.06e-05,-7.757,0.0627,119.772,0.438,10.0,260776.0
24549,0.579,0.52,0.546,0.0,-4.991,0.213,137.419,0.634,8.0,204317.0
24550,0.945,0.621,0.31,6.12e-05,-10.164,0.0283,111.893,0.125,9.0,240707.0
